Depth,Calendar years BP,Abies,Acer,Achillea/Anthemis-type,Agrostemma githago,Allium-type,Alnus,Amaranthaceae,Anagallis arvensis,Anagallis tenella,Anemone nemorosa-type,Angiospermae undiff. (herbs),Apiaceae undiff.,Armeria,Artemisia,Asphodelus-type,Asteraceae undiff.,Betula,Bistorta officinalis-type,Boraginaceae undiff.,Brassicaceae,Bryophyta undiff.spore,Bupleurum-type,Buxus,Calligonum-type,Campanulaceae,Carpinus betulus,Caryophyllaceae undiff.,Castanea,Cedrus,Celtis,Centaurea cf. C. cyanus/montana-type,Centaurea scabiosa,Centaurea solstitialis-type,Ceratophyllum,Cichorioideae,Cirsium,Cladium,Clusiaceae/Hypericaceae cf. Hypericum,Consolida ambigua-type,Cornaceae,Corylus,Cupressaceae-type,Cyperaceae undiff.,Digitalis-type,Dipsacoideae,Dryopterisspore,Echium-type,Ephedra distachya,Ephedra fragilis-type,Epilobium,Equisetumspore,Ericaceae,Euonymus europaeus,Fabaceae undiff.,Fagus,Filipendula,Fraxinus excelsior-type,Fraxinus ornus,Fraxinus undiff.,Fritillaria-type,Fumana,Galium-type,Geranium,Hedera,Helianthemum,Helleborus foetidus,Helleborus viridis,Hippophaë,Humulus/Cannabis,Ilex,Indeterminable (broken)/spore,Indeterminable (concealed)/spore,Indeterminable (crumpled)/spore,Indeterminable (degraded)/spore,Juglans,Larix,Lemnoideae,Liliaceae,Linum,Lithospermum,Lonicera,Lotus,Malvaceae undiff.,Marrubium-type,Mentha-type,Menyanthes,Myriophyllum alterniflorum,Myriophyllum spicatum-type,Myriophyllum undiff.,Myriophyllum verticillatum,Nuphar,Nymphaea,Olea,Ononis,Ostrya,Oxyria-type,Papaveraceae,Pedicularis,Persicaria amphibia,Persicaria maculosa-type,Persicaria undiff.,Phillyrea,Picea,Pinus subg. Strobus,Pinus undiff.,Pistacia,Plantago,Poaceae (Cerealia-type),Poaceae undiff.,Polypodiophyta undiff.spore,Polypodiumspore,Populus,Potamogeton,Potentilla-type,Poterium sanguisorba,Primulaceae undiff.,Prunus spinosa,Pteridiumspore,Pterocarya,Quercus ilex,Quercus undiff.,Ranunculus,Resedaceae,Rhamnaceae,Rosaceae cf. Geum,Rosaceae undiff.,Rumex,Salix,Sambucus,Sanguisorba officinalis,Saxifragaceae,Scilla-type,Scrophulariaceae,Scutellaria-type,Serratula-type,Solidago-type,Sorbus,Spermatophyta undiff. (trees/shrubs),Sphagnumspore,Tamarix,Taxus,Thalictrum,Thymelaeaceae cf. Daphne,Tilia,Trifolium-type,Typha angustifolia,Typha latifolia,Ulmus,Unknown (monolete)spore,Unknown (trilete)spore,Unknown undiff./spore,Urtica-type,Valeriana,Veronica-type,Viburnum,Vicia,Viola palustris-type,Viscum,Vitis,cf. Alchemilla,cf. Androsace,cf. Callitriche,cf. Centaurium,cf. Chrysosplenium,cf. Circaea,cf. Daphne,cf. Elatine,cf. Epilobium,cf. Euphorbia,cf. Frangula/Bruckenthalia,cf. Helianthemum,cf. Larixpalynomorph,cf. Mentha,cf. Mercurialis,cf. Myrica,cf. Onobrychis-type,cf. Platanus,cf. Rutaceae,cf. Sambucus,cf. Samolus valerandi,cf. Sedum,cf. Trichomanesspore
4604,--/72022/--,8,,,,,6,25,,,,,5,,32,,,1,,,,,,,,,2,4,,,,,,,,1,1,,,,,1,7,2,,,,,3,4,,,,,,1,,,,,,,1,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,2,,113,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4622,--/72283/--,6,,2,,,9,18,,,,,2,,43,,,,,,,,,,,,,4,,,,,,,,1,,,,,,,1,,,,,,2,1,,,,,,1,3,,,,,,3,,1,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,16,,2,,57,,,1,,,,,,,,,4,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4638,--/72593/--,,,1,,,3,14,,,,,4,,28,,,2,,,2,,,,,,,3,,,,,,,,,1,,,,,,10,,,,,,1,1,,,,,,5,,,,,,,1,,,1,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,2,,107,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,--/72894/--,4,,13,,,5,45,,,,,5,,119,,,1,,,1,,,,1,,,,,,,,,2,,2,1,,,,,1,60,3,,,,,3,1,,,,,1,3,,,,,,,5,,,1,,,4,,,2,2,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,71,,6,,223,,,,,,,,,,,,5,1,,,,,,1,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
4669.5,--/73229/--,1,1,8,,,2,42,,,,,9,,62,,,,,,5,,,,,,,2,,,,,,,,2,4,,,,,,30,3,,1,,,1,1,,,,,,10,,,,,,,7,,,3,,,4,,,1,,2,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,71,,1,,159,,,,,,,,,,,,3,2,,,,,2,1,1,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4686,--/73555/--,9,,3,,,10,15,,,,,1,,15,,,1,,,,,,,,,3,3,,,,,,,,,,,,,,1,6,3,,,,,1,1,,,,,,9,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,28,,2,,74,,,,1,,,,,,,,14,,,,,,,,,,,,,,,2,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,--/73882/--,15,,5,,,12,25,,,,,5,,56,,,2,,,,,,,,,2,2,,,,,,,,3,2,,,,,,8,4,,,,,3,1,,,1,,,8,2,,,,,,6,,,1,,,1,,,1,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,56,,6,,179,,,,,,,,,,,,18,1,,,,,,,1,,,,,,,3,1,,,,,5,,,,1,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
4722,--/74209/--,4,,11,,,2,30,,,,,1,,74,1,,2,,1,2,,,,1,,,1,,,,,,1,,8,1,,,,,,7,1,,,,,1,1,,,,,,8,1,,,,,,3,,,2,,,3,,,1,,4,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,62,,,,190,,,,,,,,,,,,8,1,,,,,,,1,,,,,,,1,,,,,,3,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740.5,--/74535/--,4,,9,,,11,38,,,,,6,,44,,,5,,,4,,,,,,2,,,,,,,2,,5,2,,,,,,3,1,,,,,,2,,,,,,9,2,,,,,,4,,1,1,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,76,,4,,185,,,,1,,,,,,,,20,,,,,,1,,,,,,,,,5,,,,,,7,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756.5,--/74862/--,9,1,9,,,10,18,,,,,9,,51,,,8,,,3,,,,,,2,,,,,,,,,4,3,,,,,,5,3,,,,,1,2,,,,,,7,,,,,,,9,,,1,,,1,,,1,,2,1,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,58,,2,,279,,,,,,,,,,,,18,,,,,1,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
4772.5,--/75189/--,8,1,2,,,6,14,,,,,3,,26,,,4,,,2,,,,,,,2,,,,,,2,,4,1,,,,,1,4,1,,,,,1,1,,,,,,8,,,,,,,7,,,1,,,1,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,2,,187,,,,,,,,,,,,23,,,,,,,,2,,,,,,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4795.5,--/75332/--,1,1,10,,,10,15,,,,,11,,35,,,3,,,1,,,,,,,3,,,,,,,,,2,,,,,1,5,4,,,,,2,,,,,,,19,2,2,,,,,14,,,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,83,,4,,280,,,1,,,,,,,,,42,,,,,1,2,,2,,,,,,,2,,,,,,4,,,,,,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4801.5,--/76143/--,15,,1,,,3,5,,1,,,3,,23,,,10,,,2,,,,,,,6,,,,,,2,,,,,,,,,2,,,,,,,,,,,,1,7,,,,,,,8,,,,,,1,,,4,1,2,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,22,,,,138,,,,,,,,,,,,28,,,,,,,,1,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,--/76570/--,10,,1,,,43,6,,,,,4,,7,2,,3,,,1,,,,,,4,3,,,,,,4,,5,,,,,,,1,2,,,,,1,,,,1,,1,3,,,,,,,1,,,1,,,,,,,2,6,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,15,,,,92,,1,,,,,,,,,,53,,,,,,1,,,,,,,,,8,,,,,,1,,,,2,,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835.8,--/76804/--,7,,1,,2,3,10,,,,,1,,11,,,,,,3,,,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,1,,,,,,,8,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,19,,,,60,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853,--/77038/--,8,2,1,,,12,6,,,,,10,,26,,,4,,,2,,,,,,4,5,,,,,,2,,3,,,,,1,1,3,2,,1,,,,,,,1,,1,18,1,,,,,,13,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,11,,1,,145,,,,,,,,,,,,25,,,,,,3,,1,,,,,,,4,,,,,,,,,,,,9,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884.3,--/77185/--,29,4,8,,,11,16,,,,,4,,38,,,15,,,3,,,,,,10,,,,,,,,,3,1,,,,,2,5,,,,,,4,1,,,,,1,27,,3,1,,,,20,,1,,,,1,,,1,,4,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,44,,4,,213,,,,,,,,,,,,70,1,,,,,2,,,,,,,,,1,,,,,,1,,,,1,1,13,3,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
4892.5,--/77302/--,34,10,6,,,17,11,,,,,11,,21,,,22,,,5,,,,,,4,,,,,,,,,9,1,,,,,3,1,1,,,,,2,1,,,1,,1,29,1,3,,,,,2,,,1,,,1,,,2,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,40,,1,,134,,,,,,,,,,,,73,1,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,--/77490/--,59,10,5,,,15,8,,,,,8,,20,,,27,,,5,,,,,,15,,,,,,,,,,1,,,,,9,4,4,,,,,,,,,,,,60,1,7,,,,,12,,,1,,,,,,2,,1,1,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,3,,40,,6,,215,,,,,,,,,,,,88,,,,,,1,2,,,,,,,,3,,,1,,,1,,,,,,28,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
4912,--/77595/--,42,3,3,,,8,5,,,,,8,,27,,,27,,,2,,,,,,4,1,,,,,,1,,5,,,,,,2,4,3,,,,,1,1,,,1,,,33,,3,,,,,4,,1,,,,,,,4,,3,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,40,,,,144,,,,1,,,,,,,,52,,,,,,,1,1,,,,1,,,3,,,,,,4,,,,,,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,--/77694/--,13,2,1,,,3,10,,,,,9,,22,,,17,,1,11,,,,,,3,,,,,,,,,1,2,,,,,2,,2,,,,,,1,,,1,,,10,,2,1,,,,5,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,12,,,,77,,,,,,,,,,,,40,,,,,,,3,,,,,,,,,,,,,,1,,,,1,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,--/77799/--,21,13,2,,,6,5,,,,,6,,26,,,82,,,12,,,,,,9,4,,,,,,,,1,,,,,,3,7,2,,,,,,,,,2,,,38,,4,,,,,5,,1,,,,,,1,2,,2,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,4,,53,,2,,228,,,,,,,,,,,,81,1,,,,,3,,1,,,,,,,1,,,,,,3,,2,,,,31,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962.5,--/77904/--,13,2,5,,2,22,7,,,,,3,,23,,,8,,,1,,,,,,5,,,,,,,,,3,,,,,,,3,5,,,,,,,,,4,,,26,,1,,,,,2,,1,1,,,4,,,1,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,71,,3,,166,,,,,,,,,,,,76,2,,,,,,,,,,,,,,3,,,,,,2,,,,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993.5,--/78201/--,10,6,5,,,26,6,,,,,12,,18,,,2,,1,3,,,1,,,8,1,,,,,,1,,5,,,,,,3,3,2,,,,,,2,,,1,,,26,,,,,,,4,,3,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,53,,,,148,,,1,,,,1,,,,,94,,,,,,1,,,,,,,,,1,,,,,,4,,2,,1,,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5006.8,--/78306/--,5,5,9,,,14,12,,,,,13,,28,,,7,,,11,,,,,,4,1,,,,,,3,1,3,1,,,,,2,1,12,,1,,,1,4,,,1,,,22,,,,,,,8,,2,,,,3,,1,3,,3,2,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,78,,9,,273,,,,1,,,,,,,,47,,,1,,,3,,,,,,1,,,2,1,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5023,--/78550/--,3,1,12,,,4,11,,,,,6,,31,,,2,,,,,,,,,2,7,,,,,,,,,2,,,,,2,2,1,,1,,,4,1,,,,,1,8,,,,,,,10,,,,,,1,,,3,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,36,,4,,206,,,,,,,,,,,,16,,,,,,,,1,,,,,,,1,,,,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,--/78816/--,1,,8,,,2,19,,,,,1,,47,,,2,1,,5,,,,,,,1,,,,,,,,3,1,,,,,1,,,,,,,,3,,,,,,8,,,2,,,,5,,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,36,,3,,213,,,,,,,,,,,,15,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
5052.7,--/79082/--,15,2,3,,,40,8,,,,,2,,5,,,2,,,1,,,,,,7,3,,,,,,,,1,,,,,,,1,2,,,,,,1,,,,,,40,,2,,,,,,,,1,,,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,25,,,,78,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,1,,,,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5067.5,--/79348/--,22,4,3,,,19,8,,,,,,,12,,,1,,,,,,,,,5,1,,,,,,1,,3,,,,,,,,1,,,,,1,,,,,,,20,,1,,,,,,,,1,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15,,,,59,,,,,,,,,,,,53,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5082.5,--/79462/--,6,,4,,,15,7,,,,,2,,33,,,,,,8,,,,,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,3,2,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,,1,,122,,,,,,,,,,,,13,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101.5,--/79501/--,25,6,1,,,44,8,,,,,2,,5,,,1,,,1,,,,,,3,2,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,36,1,,,,,,3,,2,,,,,,,2,1,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,14,,,,73,,,,,,,,,,,,99,,,,,,1,,,,,,,,,6,,,,,,1,,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,--/79561/--,6,,2,,,4,8,,,,,,,9,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,1,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,2,,42,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135.5,--/79632/--,9,5,2,,,36,5,1,,,,4,,4,,,1,,,,,,,,,5,1,,,,,,,,1,1,,,,,,,2,,,,,,1,,,1,,,15,,4,,,,,1,,2,,,1,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,16,,,,29,,,,2,,,1,,,,,55,,,,,,,,1,,,,,,,1,,,,,,1,,1,,,,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153.5,--/79739/--,16,2,1,,,19,3,,,,,2,,2,,,2,,,3,,,1,,,1,4,,,,,,1,,5,,,,,,,1,,,,,,,,,,,,,5,,3,,,,,5,,,,,,,,1,3,,4,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,4,,2,,57,,,,,,,,,,,,29,,,,,,2,1,,,,,1,,,2,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171.5,--/79954/--,11,5,3,,,24,3,,,,,2,,8,,,,,,,,,,,,7,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,2,,1,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,,,,71,,,,,1,,,,,,,27,,,,,,,,,,,,,,,3,,,,,,2,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,--/80209/--,33,35,2,,,107,6,,,,,21,,21,,,,,,5,,,,,,34,,,,,,,,,1,,,,,,1,4,2,,,,,,,,,,,,58,,15,2,,,,5,,4,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,24,,3,,83,,,,3,1,,,,,,,194,,,,,,,,,,,,,,,1,,,,,,1,,3,,,,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203.5,--/80316/--,30,36,,,,141,10,,,,,7,,14,,,1,,,,,,,,,24,2,,,,,,,,2,,,,,,7,2,1,,,,,2,,,,,,,57,1,14,,,,,5,,5,,,,,,3,5,,3,,,,,,,,,,,,,1,,,,,,,1,,3,,,,,,,,1,,26,,1,,75,,,1,2,,,,,,,,166,1,,,,,1,,1,,,,,,,1,,,,,,,,3,,7,,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219.5,--/80626/--,15,20,,,,149,6,,,,,10,,12,,,2,,,3,,,,,,28,,,,,,,,,,1,,,,,4,1,,,,,,,,,,1,,,53,1,73,1,,,,1,,3,,,,,,2,3,,3,1,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,18,,1,,83,,,,5,,,,,,,,202,,,,,,,2,2,,,,,,,1,,,,,,2,,,,,,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,--/81007/--,15,39,2,,,208,2,,,,,6,,15,,,4,,,1,,,,,,18,4,,,,,,,,1,,,,,,5,,1,,,,,2,,,,1,,1,41,,11,,,,,1,,7,,,,,,,3,,4,1,,,,,,,,,,,,,,,1,,,3,,,3,,,,,,,,1,,41,,1,,57,,,,2,,,,,,,,163,1,,1,,2,,,2,,,,,,,1,,,,,,,,1,,4,,26,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5245,--/81175/--,23,17,,,,150,2,,,,,12,,10,,,1,,,3,,,1,,,7,,,,,,,,,,,,,,,4,4,,,1,,,,,,,1,,,45,,3,,,,,2,,7,,,,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,2,,33,1,1,,84,,,,,,,,,,,,118,,,,,,1,1,1,,,,,,,,1,,,,,,,,,2,,19,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5268,--/81559/--,29,18,1,,,48,18,,,,,6,,12,,,24,,,6,,,,,,3,3,,,,,,1,,2,,,,,,1,1,1,,,,,1,,,,1,,,26,,3,1,,,,6,,3,,,,,,1,6,,8,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,67,,3,,201,,,,1,,,1,,,,,156,1,,,,,,2,1,,,,,1,,1,1,,,,,,,,,1,,20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5313.5,--/82215/--,40,5,4,,,56,35,,,,,10,,45,,,4,,,15,,,,,,7,,1,,,,,2,,,2,,,,,,,2,,,,,2,1,,,,,,44,1,,,,,,9,,,2,,,,,2,5,1,7,2,,,,1,,,,,,,,,,,2,,,,,,1,,,,,,,,2,,49,,1,,176,,,,,,1,,,,,,89,1,,,,,1,,2,,,,1,,,,,,,,,2,,,,1,,18,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328.5,--/82412/--,22,,1,,,27,11,,,,,10,,38,,,5,,,,,,1,,,4,1,,,,,,2,,2,3,,,,,,,2,,,,,2,3,,,1,,1,15,,2,,,,,4,,,,,,2,,,1,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,30,,3,,164,,,,,1,,,,,,,46,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,3,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5336.5,--/82517/--,6,,5,,,11,17,,,,,5,,37,,,2,,,3,,,,,,5,1,,,,,,2,,10,2,,,,,1,1,,,,,,,,,,,,2,8,1,,,,,,10,,,,,,,,,6,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,127,,,,1,1,,,,,,,30,,,,,,,,,,,,,,,,1,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5352,--/82565/--,57,5,5,,,72,11,,,,,7,,25,,,1,,,,,,,,,9,,,,,,,1,1,3,2,,,,,3,2,4,,,,,,,1,,,,,81,,,,,,,6,1,2,1,,,,,,1,,5,3,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,1,,56,,1,,116,,,,,,,,,,,,112,3,,,,,2,1,,,,,,,,,1,,,,,3,,,,,,10,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
5377,--/82584/--,32,4,3,,,38,6,,,,,1,,12,,,3,,,6,,,3,,,4,,,,,,,,,,3,,,,,1,1,1,,,,,1,,,,,,,75,,,,,,,3,,,,,,,,,,1,7,5,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,20,,,,94,,,1,,,,,,,,,109,,,,,,,,,,,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
5385.5,--/82590/--,22,1,5,,,59,13,,,,,8,,42,,,3,,,1,,,1,,,3,2,,,,,,,,,1,,,,,,3,1,,1,,,,4,,,,,,21,,,,,,,11,,,1,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,44,,,,134,,,,,,,,,,,,32,,,,,1,,,,,,,,,,4,,,,,,5,,,,1,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402.5,--/82601/--,17,1,8,,1,27,10,,,,,7,,18,1,,,,,2,,,,,,1,3,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,9,,1,,,,,10,,,,,,,,,4,,5,4,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,25,,2,,127,,,,,,,,,,,,35,,,,,,1,,1,,,,,,1,2,,,,,,2,,,,,,2,5,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5418.5,--/82613/--,9,,1,,,20,8,,,,,4,,13,,,,,,4,,,,,,,2,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,6,,,,,,,3,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,23,,,,105,,,,,,,,,,,,15,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
5427,--/82618/--,70,1,,,,32,6,,,,,2,,10,,,,,,1,,,1,,,1,1,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,19,,,,,,,3,,,,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,19,,2,,92,,,,1,,,,,,,,33,3,,,,,1,2,,,,,,,,,,,,,1,1,,,,1,,4,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5444,--/82733/--,68,10,1,,,75,9,,,,,5,,19,,,1,,1,2,,,5,,,6,1,,,,,,1,,2,,,,,,,8,5,,,,,,,,,,,,59,,7,,,,,5,,1,,,,,,3,6,,4,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,30,,2,,82,,,,4,,,,,,,,160,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,15,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5452.5,--/82907/--,51,8,2,,,150,10,2,,,,3,,12,,,1,,,,,,8,1,,11,5,,,,,,,,2,,,,,,2,,3,,,,,,,,,1,,,52,,5,,,,,7,,2,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,28,1,5,,109,,,,1,,,,,,,,138,,,,,,,5,,,,,,,,2,,,,,,1,,,,,,17,1,4,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5460.5,--/83081/--,84,7,,,,93,8,,,,,6,,9,,,,,,1,,,10,,,7,,,,,,,,,2,,,,,,1,2,2,,,,,,,,,1,,,80,,3,,,,,1,,2,,,,,,,5,2,4,3,,,,,,,,,,,,,,,,,,,,,7,,1,,,,,,,,17,,3,,52,,,,,,,,,,,,158,1,,,,,,1,2,,,,,,,1,,,,,1,,,1,,,,11,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
5464.5,--/83124/--,127,12,,,,66,10,,,,,7,,13,,,,,,2,,,5,,,13,3,,,,,,,,1,,,,,,,4,,,,,,3,,,,,,,98,,2,,,,,2,,2,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,32,,1,,56,,,,4,,,,,,,,149,,,,,,1,,,,,,,,,,,,,,,,,1,,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
